의도,문장,답변,연령대,성별,지역,인원수,월,음식종류,구매주기,상품목록,계절,연령대,성별,지역,인원수,월,음식종류,구매주기,상품목록,계절
추천,아침에서 무엇이 좋을까?,"아침에서 인기 TOP3 메뉴로 ‘[포스트] 컵시리얼 3종 골라담기 (택3)’, ‘[씨알로] 뽀로로 콘플레저 시리얼 560g’, ‘[야바] 그래놀라 400g 4종 (택1)’를 추천합니다.",,,,,,,,"[포스트] 컵시리얼 3종 골라담기 (택3), [씨알로] 뽀로로 콘플레저 시리얼 560g, [야바] 그래놀라 400g 4종 (택1)",,,,,,,,,,
추천,세종에서 인기 있는 메뉴는?,"세종에서는 ‘[추천레시피] 오버나이트 오트밀 재료 3종 (택1)’, ‘[튀김공방] 매콤 오징어튀김’, ‘[낭만어시장] 땡초 넣은 모듬 조개탕’가 만족도가 높아요.",,,세종,,,,,"[추천레시피] 오버나이트 오트밀 재료 3종 (택1), [튀김공방] 매콤 오징어튀김, [낭만어시장] 땡초 넣은 모듬 조개탕",,,,세종,,,,,,
추천,12월에서 무엇이 좋을까?,"2월에서 인기있는 메뉴로 ‘[초필살돼지구이] 매콤 쫄돼지볶음’, ‘[화목한가] 이모네 우볶이 (우동 떡볶이)’, ‘[더오담] 가마솥 누룽지 150g (국내산)’를 추천드려요.",,,,,12월,,,"[초필살돼지구이] 매콤 쫄돼지볶음, [화목한가] 이모네 우볶이 (우동 떡볶이), [더오담] 가마솥 누룽지 150g (국내산)",,,,,,12월,,,,
트렌드,여름 특징이 있나요?,여름에서는 가격대와 양을 모두 고려한 실속 메뉴에 대한 선호가 두드러집니다.,,,,,,,,,여름,,,,,,,,,여름
추천,1월에서 잘 팔리는 상품은?,"1월에서 추천드릴 만한 메뉴는 ‘[하림] 닭가슴살 핫도그 450g(90gX5개입)’, ‘[켈로그] 담백한 현미 후레이크 550g’, ‘[맘마밀] 안심이유식 9개월 4종 (택1)’예요.",,,,,1월,,,"[하림] 닭가슴살 핫도그 450g(90gX5개입), [켈로그] 담백한 현미 후레이크 550g, [맘마밀] 안심이유식 9개월 4종 (택1)",,,,,,1월,,,,
추천,혼자에서 인기 있는 메뉴는?,"혼자에서는 ‘[쉐푸드] 샐러드바 홈샐러드’, ‘[요고델리] 페스트리 샌드위치 3종’, ‘[그냥부엌] 피자 감자채전’가 꾸준히 인기예요.",,,,혼자,,,,"[쉐푸드] 샐러드바 홈샐러드, [요고델리] 페스트리 샌드위치 3종, [그냥부엌] 피자 감자채전",,,,,,,,,,
트렌드,3월 소비 트렌드는?,3월에서는 최근 1인 가구를 위한 상품의 인기도 높아지고 있습니다.,,,,,3월,,,,,,,,,3월,,,,
추천,서울에서 잘 팔리는 상품은?,"서울에서 요즘 자주 찾는 메뉴는 ‘[Picard] 누아제뜨 감자’, ‘[프레시지] 쫄면 순두부찌개’, ‘[광화문 미진] 비빔메밀 (2인분)’입니다.",,,서울,,,,,"[Picard] 누아제뜨 감자, [프레시지] 쫄면 순두부찌개, [광화문 미진] 비빔메밀 (2인분)",,,,서울,,,,,,
추천,1인에서 인기 있는 메뉴는?,"‘[Kurly's] 샌드위치용 달걀감자 샐러드 500g’, ‘[오뚜기] 오뚜기밥 잡곡 3종’, ‘[에머이] 매운 소고기 쌀국수’ 메뉴가 1인에서 많은 사랑을 받고 있어요.",,,,1인,,,,"[Kurly's] 샌드위치용 달걀감자 샐러드 500g, [오뚜기] 오뚜기밥 잡곡 3종, [에머이] 매운 소고기 쌀국수",,,,,,,,,,
추천,호남권에서 무엇이 좋을까?,"호남권에서 트렌디하게 즐기는 메뉴로 ‘[정지선의 티엔미미] 토마토탕면’, ‘[피코크] 미가 들깨 수제비’, ‘[성수동분식] 떡볶이용 모둠튀김 430g’를 추천합니다.",,,,,,,,"[정지선의 티엔미미] 토마토탕면, [피코크] 미가 들깨 수제비, [성수동분식] 떡볶이용 모둠튀김 430g",,,,,,,,,,
추천,인천에서 인기 있는 메뉴는?,"요즘 인천에서 많이 찾는 메뉴는 ‘[모두의맛집] 정호영 명란감자채 솥밥 도시락’, ‘[두수고방] 현미 연잎밥’, ‘[엄마의정성] 구수해 누룽지 2종 (국내산)’입니다.",,,인천,,,,,"[모두의맛집] 정호영 명란감자채 솥밥 도시락, [두수고방] 현미 연잎밥, [엄마의정성] 구수해 누룽지 2종 (국내산)",,,,인천,,,,,,
추천,부산에서 추천해줘,"부산에서는 ‘[빕스] THE BIG 클래식 스테이크’, ‘[면사랑] 저당 가쓰오 냉우동 (2인분)’, ‘[모두의맛집] 오세득의 트러플 머쉬룸 크림 라자냐’가 꾸준히 인기예요.",,,부산,,,,,"[빕스] THE BIG 클래식 스테이크, [면사랑] 저당 가쓰오 냉우동 (2인분), [모두의맛집] 오세득의 트러플 머쉬룸 크림 라자냐",,,,부산,,,,,,
추천,수도권에서 인기 있는 메뉴는?,"수도권에서 요즘 가장 많이 찾는 메뉴는 ‘[콜린스 다이닝] 문어 세비체’, ‘[프로틴방앗간] 하루단백바 크런치 그래놀라 카카오맛 1박스 (35g X 10개입)’, ‘[김구원선생] 100% 국산 도토리묵 묵사발’예요.",,,,,,,,"[콜린스 다이닝] 문어 세비체, [프로틴방앗간] 하루단백바 크런치 그래놀라 카카오맛 1박스 (35g X 10개입), [김구원선생] 100% 국산 도토리묵 묵사발",,,,,,,,,,
추천,1월에서 잘 팔리는 상품은?,"1월에서 요즘 자주 찾는 메뉴는 ‘[시티델리] 바질 치즈 치아바타 샌드위치 (3입)’, ‘[오마뎅] 진짜 짜장 떡볶이’, ‘[그리팅키즈] 순한 짜장소스180g’입니다.",,,,,1월,,,"[시티델리] 바질 치즈 치아바타 샌드위치 (3입), [오마뎅] 진짜 짜장 떡볶이, [그리팅키즈] 순한 짜장소스180g",,,,,,1월,,,,
추천,건강에서 추천해줘,"이용자의 베스트셀러 메뉴는 ‘[그래놀라 하우스] 그래놀라 500g 리필팩 4종 (택1)’, ‘[바다양푼이동태탕] 시원 칼칼 꽃게탕’, ‘[샐러드판다] 스프레드 샐러드 3종’입니다.",,,,,,,,"[그래놀라 하우스] 그래놀라 500g 리필팩 4종 (택1), [바다양푼이동태탕] 시원 칼칼 꽃게탕, [샐러드판다] 스프레드 샐러드 3종",,,,,,,,,,
추천,밀키트에서 무엇이 좋을까?,"이용자에서 요즘 가장 많이 찾는 메뉴는 ‘[샐러딩] 샐러드 8종 (리뉴얼, 택1)’, ‘[맥시칸] 허니버터 치킨 2종 (택1)’, ‘[동원] 개성 물만두 300g*2’예요.",,,,,,밀키트,,"[샐러딩] 샐러드 8종 (리뉴얼, 택1), [맥시칸] 허니버터 치킨 2종 (택1), [동원] 개성 물만두 300g*2",,,,,,,밀키트,,,
추천,3인에서 잘 팔리는 상품은?,"요즘 3인에서 많이 찾는 메뉴는 ‘[튀김공방] 깻잎 튀김’, ‘[올바르고 반듯한] 베러 고추튀김’, ‘[톰볼라] 디아볼라 피자’입니다.",,,,3인,,,,"[튀김공방] 깻잎 튀김, [올바르고 반듯한] 베러 고추튀김, [톰볼라] 디아볼라 피자",,,,,,,,,,
트렌드,5인 이상 소비 트렌드는?,5인 이상에서는 외식 대신 집에서 간편하게 즐길 수 있는 상품들이 큰 인기를 끌고 있습니다.,,,,5인 이상,,,,,,,,,5인 이상,,,,,
추천,전남에서 잘 팔리는 상품은?,"전남에서 추천드릴 만한 메뉴는 ‘[백채김치찌개] 김치볶음밥 2개입’, ‘[오뚜기] 가뿐한끼 곤약볶음밥 4종’, ‘[중앙닭강정] 닭강정 3종’예요.",,,전남,,,,,"[백채김치찌개] 김치볶음밥 2개입, [오뚜기] 가뿐한끼 곤약볶음밥 4종, [중앙닭강정] 닭강정 3종",,,,전남,,,,,,
추천,충북에서 추천해줘,"충북에서 한 끼 해결하기 좋은 메뉴로 ‘[호텔컬렉션] 에센셜 호만두 군만두 750g’, ‘[CJ] 가쓰오우동 4인분’, ‘[바다양푼이동태탕] 시원 칼칼 꽃게탕’를 추천드려요.",,,충북,,,,,"[호텔컬렉션] 에센셜 호만두 군만두 750g, [CJ] 가쓰오우동 4인분, [바다양푼이동태탕] 시원 칼칼 꽃게탕",,,,충북,,,,,,
추천,2인에서 추천해줘,"2인의 베스트셀러 메뉴는 ‘[조선호텔] 새우볶음밥 420g’, ‘[하루한킷] 우삼겹 숙주 볶음’, ‘[명가교동짬뽕] 오리지널 교동짬뽕’입니다.",,,,2인,,,,"[조선호텔] 새우볶음밥 420g, [하루한킷] 우삼겹 숙주 볶음, [명가교동짬뽕] 오리지널 교동짬뽕",,,,,,,,,,
추천,경남에서 인기 있는 메뉴는?,"경남에서 꼭 한 번 드셔보셔야 할 메뉴로 ‘[그릭슈바인] 프랑크푸르터 핫도그 340g(85gX4개입)’, ‘[청정원] 순살바삭 자메이카스타일치킨 300g’, ‘[풀무원] 동치미냉면 4인분’를 추천드려요.",,,경남,,,,,"[그릭슈바인] 프랑크푸르터 핫도그 340g(85gX4개입), [청정원] 순살바삭 자메이카스타일치킨 300g, [풀무원] 동치미냉면 4인분",,,,경남,,,,,,
트렌드,충북 어떤 변화가 있나요?,충북에서 소비자들은 품질과 건강을 모두 고려하는 트렌드를 보여주고 있어요.,,,충북,,,,,,,,,충북,,,,,,
추천,다이어트에서 인기 있는 메뉴는?,"다이어트에서 추천드릴 만한 메뉴는 ‘[포스트] 그래놀라 카카오 호두 510g’, ‘[포스트] 현미 그래놀라 500g’, ‘[네이쳐패스] 유기농 다크초코 헤이즐넛버터 그래놀라 300g’예요.",,,,,,,,"[포스트] 그래놀라 카카오 호두 510g, [포스트] 현미 그래놀라 500g, [네이쳐패스] 유기농 다크초코 헤이즐넛버터 그래놀라 300g",,,,,,,,,,
추천,다이어트에서 인기 있는 메뉴는?,"다이어트에서는 최근 ‘[탄단지] 세끼 뚝딱 도시락 3종 세트’, ‘[콜린스 다이닝] 구운 채소 샐러드’, ‘[모두의맛집] 유현수 우엉 소불고기 솥밥 도시락’가 인기 급상승 중입니다.",,,,,,,,"[탄단지] 세끼 뚝딱 도시락 3종 세트, [콜린스 다이닝] 구운 채소 샐러드, [모두의맛집] 유현수 우엉 소불고기 솥밥 도시락",,,,,,,,,,
추천,충남에서 인기 있는 메뉴는?,"충남에서 자주 주문되는 메뉴는 ‘[이연복의 목란] 짬뽕 2인분 (맵기선택)’, ‘[오뚜기] 리얼 바삭한 모짜소떡 핫도그 400g(100gX4개입)’, ‘[마이셰프] 찹스테이크’예요.",,,충남,,,,,"[이연복의 목란] 짬뽕 2인분 (맵기선택), [오뚜기] 리얼 바삭한 모짜소떡 핫도그 400g(100gX4개입), [마이셰프] 찹스테이크",,,,충남,,,,,,
트렌드,봄 어떤 변화가 있나요?,"봄에서는 즉석조리, 간편식 선호도가 상승세예요.",,,,,,,,,봄,,,,,,,,,봄
추천,밀키트에서 무엇이 좋을까?,"이용자에서는 ‘[부산 상국이네] 떡볶이 (2~3인분)’, ‘[올반] 얇은피 인생 왕교자 910g’, ‘[위드진해] 곱창전골’가 꾸준히 인기예요.",,,,,,밀키트,,"[부산 상국이네] 떡볶이 (2~3인분), [올반] 얇은피 인생 왕교자 910g, [위드진해] 곱창전골",,,,,,,밀키트,,,
추천,대전에서 인기 있는 메뉴는?,"대전에서는 ‘[면사랑] 간편 크림 파스타 2종 (택1)’, ‘[석관동 떡볶이] 치즈 쭈욱 떡볶이’, ‘[창화당] 이북식 손 왕만두’가 꾸준히 인기예요.",,,대전,,,,,"[면사랑] 간편 크림 파스타 2종 (택1), [석관동 떡볶이] 치즈 쭈욱 떡볶이, [창화당] 이북식 손 왕만두",,,,대전,,,,,,
추천,대가족에서 인기 있는 메뉴는?,"가족에서는 ‘[오뚜기] 옛날 구수한 누룽지 60g * 5개입’, ‘[올반] 삼선 해물 누룽지탕’, ‘[마니커F&G] 옛날통닭 바사삭치킨 14조각’가 만족도가 높아요.",,,,가족,,,,"[오뚜기] 옛날 구수한 누룽지 60g * 5개입, [올반] 삼선 해물 누룽지탕, [마니커F&G] 옛날통닭 바사삭치킨 14조각",,,,,,,,,,
추천,4월에서 잘 팔리는 상품은?,"4월에서 꼭 한 번 드셔보셔야 할 메뉴로 ‘[켈로그] 오곡 첵스초코 마시멜로 400g’, ‘[우주인피자] 파이브 치즈’, ‘[포스트] 아몬드 후레이크 시리얼 620g’를 추천드려요.",,,,,4월,,,"[켈로그] 오곡 첵스초코 마시멜로 400g, [우주인피자] 파이브 치즈, [포스트] 아몬드 후레이크 시리얼 620g",,,,,,4월,,,,
추천,여성에서 무엇이 좋을까?,"여성에서는 ‘[방방곡곡] 제주식 비빔고기국수’, ‘[부산 상국이네] 떡볶이 (2~3인분)’, ‘[리치] 플랫브레드’가 꾸준히 인기예요.",,여성,,,,,,"[방방곡곡] 제주식 비빔고기국수, [부산 상국이네] 떡볶이 (2~3인분), [리치] 플랫브레드",,,여성,,,,,,,
추천,다이어트에서 인기 있는 메뉴는?,"다이어트에서 요즘 가장 많이 찾는 메뉴는 ‘[그리팅] 헬시에이징 마인드 식단 도시락 5종 (택1)’, ‘[탄단지] 세끼 뚝딱 도시락 3종 세트 시즌2’, ‘[저스트그린] 루꼴라 잠봉 샐러드’예요.",,,,,,,,"[그리팅] 헬시에이징 마인드 식단 도시락 5종 (택1), [탄단지] 세끼 뚝딱 도시락 3종 세트 시즌2, [저스트그린] 루꼴라 잠봉 샐러드",,,,,,,,,,
추천,건강에서 잘 팔리는 상품은?,"‘[롯데] 이지프로틴 고단백질바 크리스피 미니 160g’, ‘[베키아에누보] 클래식 햄치즈 크루아상 샌드위치 (3입)’, ‘[그릭데이] 홀 그래놀라 150g’ 메뉴가 이용자에서 많은 사랑을 받고 있어요.",,,,,,,,"[롯데] 이지프로틴 고단백질바 크리스피 미니 160g, [베키아에누보] 클래식 햄치즈 크루아상 샌드위치 (3입), [그릭데이] 홀 그래놀라 150g",,,,,,,,,,
추천,프리미엄에서 추천해줘,"프리미엄에서 추천드릴 만한 메뉴는 ‘[마이셰프] 한우 소고기 무국’, ‘[수린] 1++ 한우국수전골 (2인분)’, ‘[김구원선생] 한우 된장 순두부찌개’예요.",,,,,,,,"[마이셰프] 한우 소고기 무국, [수린] 1++ 한우국수전골 (2인분), [김구원선생] 한우 된장 순두부찌개",,,,,,,,,,
추천,부산에서 추천해줘,"부산에서 인기 TOP3 메뉴로 ‘[켈로그] 콘푸레이크 시리얼 530g’, ‘[햇반] 찰잡곡밥 210g*36입’, ‘[풀무원] 납작지짐만두 350g X 2개입’를 추천합니다.",,,부산,,,,,"[켈로그] 콘푸레이크 시리얼 530g, [햇반] 찰잡곡밥 210g*36입, [풀무원] 납작지짐만두 350g X 2개입",,,,부산,,,,,,
추천,대전에서 무엇이 좋을까?,"대전 고객님들이 즐겨 찾는 메뉴로 ‘[청오] 든든한 한끼 2종’, ‘[달떡볶이] 떡꼬치’, ‘[풀무원] 에프쏙 포켓쏙 피자 2종 (택2)’를 추천해요.",,,대전,,,,,"[청오] 든든한 한끼 2종, [달떡볶이] 떡꼬치, [풀무원] 에프쏙 포켓쏙 피자 2종 (택2)",,,,대전,,,,,,
추천,충북에서 무엇이 좋을까?,"충북에서 한 끼 해결하기 좋은 메뉴로 ‘[컬리X햇반] 향긋한 골든퀸쌀밥 210g*6입’, ‘[소밋공원] 우삼겹 감자사리 볶음면’, ‘[초필살돼지구이] 매콤 쫄돼지볶음’를 추천드려요.",,,충북,,,,,"[컬리X햇반] 향긋한 골든퀸쌀밥 210g*6입, [소밋공원] 우삼겹 감자사리 볶음면, [초필살돼지구이] 매콤 쫄돼지볶음",,,,충북,,,,,,
추천,서울에서 잘 팔리는 상품은?,"‘[사세] 버팔로 윙봉 골드’, ‘[플라하반] 퀵 오트밀 4종 (택1)’, ‘[씨알로] 유기농 통곡물 해피갓 시리얼 2종 (택1)’ 메뉴가 서울에서 많은 사랑을 받고 있어요.",,,서울,,,,,"[사세] 버팔로 윙봉 골드, [플라하반] 퀵 오트밀 4종 (택1), [씨알로] 유기농 통곡물 해피갓 시리얼 2종 (택1)",,,,서울,,,,,,
추천,울산에서 잘 팔리는 상품은?,"울산에서 인기 TOP3 메뉴로 ‘[빕스] THE BIG 클래식 스테이크’, ‘[금룡각] 중화 간짜장볶음밥 (2개입)’, ‘[포차안주] 통마늘 닭똥집볶음’를 추천합니다.",,,울산,,,,,"[빕스] THE BIG 클래식 스테이크, [금룡각] 중화 간짜장볶음밥 (2개입), [포차안주] 통마늘 닭똥집볶음",,,,울산,,,,,,
트렌드,6월 소비 트렌드는?,6월의 소비자들은 맛과 간편함을 모두 추구하는 경향이 강해지고 있습니다.,,,,,6월,,,,,,,,,6월,,,,
추천,전북에서 무엇이 좋을까?,"전북에서 트렌디하게 즐기는 메뉴로 ‘[쉐이크 포케] 포케 샐러드 3종’, ‘[하남돼지집] 고추장찌개’, ‘[최현석의 쵸이닷] 새우 봉골레 파스타’를 추천합니다.",,,전북,,,,,"[쉐이크 포케] 포케 샐러드 3종, [하남돼지집] 고추장찌개, [최현석의 쵸이닷] 새우 봉골레 파스타",,,,전북,,,,,,
트렌드,겨울 어떤 변화가 있나요?,겨울에서는 최근 1인 가구를 위한 상품의 인기도 높아지고 있습니다.,,,,,,,,,겨울,,,,,,,,,겨울
추천,간편식에서 추천해줘,"이용자에서 인기있는 메뉴로 ‘[하림] 닭한마리 칼국수 밀키트’, ‘[성수동 분식] 김밥 2줄 6종 (1택)’, ‘[이화수x마이셰프] 육개장 칼국수 (2인분)’를 추천드려요.",,,,,,간편식,,"[하림] 닭한마리 칼국수 밀키트, [성수동 분식] 김밥 2줄 6종 (1택), [이화수x마이셰프] 육개장 칼국수 (2인분)",,,,,,,간편식,,,
추천,충청권에서 인기 있는 메뉴는?,"충청권에서 인기있는 메뉴로 ‘[풀무원] 김치 생 수제비 2인분’, ‘[햇반/쿡반] 노릇노릇 볶음밥 2개입 8종 (택1)’, ‘[햇반] 100% 현미로 지은밥 130g*3입’를 추천드려요.",,,,,,,,"[풀무원] 김치 생 수제비 2인분, [햇반/쿡반] 노릇노릇 볶음밥 2개입 8종 (택1), [햇반] 100% 현미로 지은밥 130g*3입",,,,,,,,,,
추천,5인 이상에서 잘 팔리는 상품은?,"5인 이상에서 인기있는 메뉴로 ‘[조이풀메이드] 추억의 쌀 떡강정 2종(조청/매콤소스 포함) (택1)’, ‘[쉐푸드] 디럭스 샌드위치 패밀리팩 (4입)’, ‘[록키] 치즈 듬뿍 비프 라자냐’를 추천드려요.",,,,5인 이상,,,,"[조이풀메이드] 추억의 쌀 떡강정 2종(조청/매콤소스 포함) (택1), [쉐푸드] 디럭스 샌드위치 패밀리팩 (4입), [록키] 치즈 듬뿍 비프 라자냐",,,,,5인 이상,,,,,
추천,5인 이상에서 추천해줘,"5인 이상에서는 ‘[마이셰프] 찹스테이크’, ‘[그리팅] 대구식 칼비빔면&납작만두’, ‘[하이디라오소스로 만든] 마라탕 2인분’가 꾸준히 인기예요.",,,,5인 이상,,,,"[마이셰프] 찹스테이크, [그리팅] 대구식 칼비빔면&납작만두, [하이디라오소스로 만든] 마라탕 2인분",,,,,5인 이상,,,,,
